"certified","forum.posts","grade","assignment"
"yes",120,4,13
"no",158,3,14
"yes",131,3,5
"no",206,2,14
"yes",139,3,10
"yes",52,5,16
"yes",8,5,15
"yes",9,5,1
"no",206,4,11
"yes",18,6,5
"no",157,5,13
"no",9,3,13
"yes",68,4,12
"yes",112,3,6
"yes",37,4,1
"yes",35,3,6
"yes",61,6,16
"yes",139,3,14
"no",148,3,13
"yes",22,3,16
"yes",61,3,13
"yes",206,3,16
"yes",80,4,16
"yes",2,3,11
"yes",178,5,8
"yes",128,4,16
"yes",42,5,6
"yes",20,2,13
"yes",2,5,3
"no",35,3,15
"no",15,6,1
"no",61,4,18
"yes",140,4,13
"yes",17,2,12
"no",87,5,14
"yes",15,5,10
"yes",1,4,15
"yes",125,5,16
"no",1,5,5
"yes",35,4,8
"no",195,3,10
"yes",139,2,13
"yes",131,9,16
"no",206,3,16
"yes",15,4,12
"yes",11,5,12
"yes",121,3,16
"yes",177,7,16
"yes",102,3,10
"no",11,2,15
"yes",1,4,16
"yes",97,4,2
"yes",18,3,13
"yes",112,3,6
"yes",22,3,10
"yes",35,2,13
"yes",125,4,12
"yes",18,5,14
"yes",131,4,6
"no",37,2,16
"yes",130,2,17
"no",78,6,13
"yes",128,2,13
"yes",73,4,15
"yes",151,3,13
"no",1,4,6
"yes",140,3,13
"yes",51,2,16
"yes",20,4,14
"yes",102,5,16
"yes",37,4,12
"yes",1,3,10
"no",195,3,14
"yes",114,3,2
"yes",120,3,6
"yes",1,4,17
"yes",1,7,12
"yes",1,4,1
"yes",18,3,6
"yes",61,3,13
"yes",136,5,10
"yes",100,4,16
"yes",1,3,13
"yes",136,3,13
"yes",121,4,13
"yes",9,4,6
"yes",52,3,10
"yes",20,5,3
"yes",131,6,14
"yes",31,2,17
"no",8,5,12
"yes",130,5,16
"yes",26,5,16
"yes",158,3,14
"yes",61,4,16
"yes",18,4,16
"yes",206,4,16
"yes",131,7,13
"yes",96,3,1
"yes",206,3,1
"yes",130,5,16
"no",42,4,3
"yes",102,3,6
"yes",87,3,5
"no",82,7,1
"yes",125,3,11
"yes",18,2,3
"yes",139,4,16
"yes",1,5,10
"no",131,3,2
"yes",206,5,12
"yes",175,3,16
"yes",157,3,13
"no",22,3,15
"no",121,5,17
"no",114,3,15
"yes",78,5,13
"yes",81,4,13
"yes",131,4,16
"yes",195,3,16
"yes",148,4,16
"yes",9,3,16
"yes",61,10,6
"no",143,3,16
"yes",168,4,9
"yes",37,2,16
"yes",206,5,13
"yes",178,4,13
"yes",15,5,17
"no",78,4,12
"yes",127,2,5
"no",91,5,12
"yes",100,4,9
"yes",113,6,16
"no",125,6,1
"yes",113,4,16
"yes",31,4,9
"yes",87,3,3
"no",143,4,16
"no",73,4,3
"no",127,3,15
"yes",87,3,13
"yes",22,6,15
"yes",151,2,16
"yes",175,7,2
"no",128,3,16
"yes",159,2,13
"yes",73,3,16
"yes",9,2,10
"yes",127,4,9
"yes",102,3,16
"no",20,3,16
"yes",130,3,15
"yes",195,3,5
"yes",73,2,15
"yes",118,6,9
"no",195,5,1
"yes",177,5,17
"yes",15,4,9
"no",114,3,13
"yes",61,7,13
"yes",178,7,13
"yes",9,3,13
"yes",139,3,3
"yes",52,3,13
"no",1,3,10
"yes",52,4,12
"yes",125,7,10
"yes",22,2,6
"yes",37,5,17
"yes",1,5,13
"yes",100,5,16
"yes",15,4,16
"yes",81,2,12
"yes",158,6,8
"yes",114,2,9
"yes",159,3,16
"yes",68,2,12
"yes",151,4,15
"yes",81,6,18
"yes",20,2,12
"yes",158,4,14
"yes",151,2,16
"yes",139,7,13
"yes",151,5,16
"yes",9,3,3
"yes",36,5,14
"no",1,4,13
"yes",72,4,16
"no",125,5,13
"yes",114,3,15
"yes",52,3,10
"yes",168,6,13
"yes",8,3,13
"yes",81,4,9
"yes",175,2,16
"yes",31,5,11
"yes",96,2,17
"yes",1,5,5
"yes",130,4,16
"yes",82,3,14
"no",151,3,1
"no",15,4,10
"yes",1,4,17
"yes",178,4,18
"no",82,3,15
"no",36,7,3
"yes",131,4,9
"no",158,3,14
"yes",148,3,6
"yes",102,4,16
"yes",151,2,10
"yes",130,3,11
"yes",131,5,3
"yes",36,3,6
"no",112,7,13
"yes",148,3,15
"no",120,4,17
"yes",120,2,16
"yes",151,7,2
"yes",105,5,5
"no",26,4,14
"no",15,3,13
"yes",177,4,6
"no",128,3,13
"yes",140,3,14
"yes",68,3,16
"yes",78,2,14
"yes",9,3,5
"yes",15,4,12
"yes",2,3,16
"yes",8,6,11
"yes",51,2,16
"yes",61,5,17
"no",59,3,15
"yes",59,3,5
"yes",125,7,16
"no",140,7,10
"yes",131,10,16
"no",175,5,17
"yes",9,6,16
"no",59,4,5
"no",22,5,16
"yes",35,4,13
"yes",18,2,13
"yes",120,3,11
"yes",81,3,9
"no",9,2,9
"no",120,4,15
"no",78,2,16
"no",1,2,16
"yes",61,7,1
"yes",159,5,9
"no",8,3,17
"yes",128,6,13
"no",130,4,16
"yes",9,5,12
"yes",140,2,13
"yes",11,4,13
"yes",120,2,16
"yes",18,4,18
"no",68,4,16
"no",120,6,13
"yes",130,4,5
"yes",36,4,8
"yes",31,5,13
"yes",71,2,13
"yes",113,10,14
"no",120,4,16
"yes",158,7,10
"no",158,3,15
"yes",127,3,11
"yes",93,4,16
"yes",17,4,15
"yes",2,3,16
"yes",158,5,16
"yes",140,6,6
"yes",114,5,17
"no",118,3,13
"no",151,3,10
"no",2,3,16
"yes",127,4,14
"yes",175,3,9
"yes",15,4,16
"yes",37,2,13
"yes",35,6,12
"yes",9,4,17
"yes",20,2,13
"yes",31,6,14
"yes",15,5,11
"yes",118,3,15
"yes",157,4,16
"yes",68,5,8
"no",105,3,14
"yes",31,4,6
"yes",105,5,5
"yes",112,3,16
"yes",51,4,3
"yes",15,2,14
"yes",15,4,12
"yes",140,3,16
"yes",91,3,16
"yes",78,5,16
"yes",31,2,11
"yes",51,7,10
"yes",158,5,17
"yes",26,4,14
"yes",120,10,6
"yes",140,4,11
"yes",143,5,11
"no",68,3,5
"yes",61,4,15
"no",113,3,10
"yes",96,2,16
"yes",31,3,17
"yes",22,3,11
"no",11,3,13
"no",143,3,16
"yes",120,2,13
"yes",195,3,10
"yes",9,3,15
"yes",96,3,16
"no",18,7,11
"yes",127,4,3
"yes",121,2,16
"yes",51,2,13
"no",87,5,13
"yes",8,3,16
"no",18,2,10
"no",42,2,11
"yes",82,4,15
"yes",195,5,18
"no",82,4,16
"no",9,5,16
"yes",140,4,6
"no",128,4,13
"yes",31,3,8
"yes",26,4,15
"yes",131,7,6
"yes",195,3,16
"yes",15,5,15
"yes",139,7,13
"no",120,5,15
"yes",178,2,13
"yes",15,2,16
"no",120,5,14
"no",18,5,10
"yes",168,5,14
"yes",125,5,10
"yes",42,4,16
"yes",112,3,6
"no",168,5,14
"yes",68,3,15
"no",121,5,10
"yes",128,5,17
"no",206,2,16
"yes",112,3,9
"no",140,5,13
"no",131,4,10
"yes",87,3,5
"yes",168,3,13
"yes",82,4,13
"yes",61,5,13
"yes",100,2,16
"yes",72,2,10
"no",9,4,9
"yes",120,7,14
"yes",139,5,16
"yes",15,5,9
"yes",87,7,6
"yes",140,5,9
"yes",1,3,1
"yes",130,2,16
"yes",120,4,11
"yes",59,4,14
"yes",112,3,8
"yes",1,3,13
"yes",114,4,13
"yes",113,2,12
"yes",148,2,16
"no",68,4,16
"yes",87,7,16
"yes",120,2,13
"yes",100,5,16
"yes",105,4,13
"yes",51,4,13
"yes",61,4,16
"yes",52,3,12
"yes",178,2,16
"yes",35,3,8
"yes",195,3,14
"yes",18,4,2
"yes",114,4,15
"no",143,2,16
"no",1,5,13
"yes",26,3,9
"yes",2,4,16
"yes",80,5,16
"yes",42,4,11
"yes",151,5,13
"yes",2,5,15
"no",113,5,16
"no",158,4,16
"no",175,2,13
"yes",93,7,5
"yes",128,5,12
"yes",206,4,15
"yes",26,4,16
"yes",148,3,13
"no",68,3,13
"yes",120,6,14
"yes",157,6,10
"no",15,4,8
"no",18,3,16
"yes",100,5,12
"no",4,6,8
"no",36,7,3
"no",1,7,6
"yes",15,4,15
"no",68,3,18
"yes",27,3,9
"yes",178,3,13
"yes",168,4,1
"yes",87,5,6
"yes",18,10,13
"yes",2,2,6
"no",37,2,6
"yes",59,5,13
"no",1,7,10
"yes",100,5,16
"yes",73,5,3
"yes",127,10,10
"yes",1,3,15
"no",61,5,14
"no",97,3,16
"yes",82,4,13
"yes",18,3,14
"yes",195,5,6
"no",177,5,13
"yes",2,6,15
"no",120,5,16
"yes",1,5,2
"yes",114,3,15
"no",8,3,10
"yes",73,5,16
"no",9,5,11
"yes",59,2,9
"no",1,5,17
"yes",140,4,16
"yes",22,5,16
"yes",11,7,16
"yes",97,5,14
"yes",168,5,14
"no",73,2,8
"yes",125,5,13
"no",15,3,9
"yes",120,5,6
"yes",175,5,1
"yes",61,4,16
"yes",2,7,1
"yes",175,6,14
"yes",159,2,6
"yes",118,5,16
"yes",36,5,15
"yes",18,10,11
"yes",158,5,13
"yes",96,3,15
"yes",151,3,11
"yes",127,5,10
"yes",20,3,13
"yes",114,6,13
"yes",1,3,11
"no",2,2,1
"no",4,3,6
"yes",130,5,15
"yes",2,5,3
"no",68,4,16
"no",100,5,12
"yes",102,2,17
"yes",114,2,11
"yes",121,6,16
"yes",96,3,2
"no",168,4,9
"yes",31,3,1
"yes",36,3,6
"yes",37,3,9
"yes",100,2,1
"no",17,5,6
"no",9,3,6
"no",127,5,13
"yes",20,3,18
"no",26,10,13
"yes",206,2,11
"yes",1,3,9
"no",158,4,14
"yes",68,10,13
"no",93,4,17
"no",178,9,1
"yes",139,3,17
"yes",140,2,17
"no",1,2,11
"no",15,5,1
"yes",42,2,14
"yes",131,5,16
"yes",158,3,16
"yes",61,2,13
"yes",168,5,9
"yes",18,4,16
"yes",51,5,14
"yes",120,3,9
"no",125,3,13
"yes",2,4,12
"yes",112,2,17
"yes",120,4,13
"yes",136,3,16
"yes",36,4,17
"yes",87,3,6
"yes",61,3,9
"yes",36,3,16
"yes",1,4,16
"yes",4,3,14
"no",139,5,8
"yes",71,9,16
"no",22,6,14
"no",9,4,16
"yes",113,3,15
"yes",35,2,13
"yes",71,10,9
"yes",52,3,13
"yes",11,5,2
"yes",143,7,8
"yes",118,3,10
"yes",113,3,16
"yes",73,6,15
"yes",68,5,13
"yes",71,5,17
"yes",120,4,16
"yes",9,3,8
"no",175,5,15
"yes",87,5,16
"yes",87,4,6
"no",52,5,6
"yes",35,10,13
"no",93,5,13
"yes",17,5,13
"yes",120,4,16
"yes",93,3,9
"no",26,3,17
"yes",72,4,16
"yes",96,4,12
"yes",97,7,13
"no",159,2,13
"yes",71,5,13
"no",42,5,10
"yes",157,2,16
"no",52,7,10
"yes",71,3,16
"yes",2,4,16
"yes",18,5,13
"yes",158,5,11
"yes",71,5,2
"no",22,3,13
"yes",128,3,5
"yes",159,3,15
"no",139,9,17
"yes",15,5,9
"yes",177,5,2
"no",93,9,13
"yes",81,4,14
"yes",82,4,15
"yes",158,3,14
"no",118,2,6
"yes",11,5,16
"yes",73,3,16
"yes",2,5,1
"no",105,5,12
"yes",9,5,16
"yes",87,2,15
"yes",82,10,5
"yes",42,3,5
"no",11,3,16
"yes",59,2,11
"no",140,7,16
"yes",113,4,14
"no",97,5,11
"yes",118,2,16
"yes",151,2,13
"yes",120,2,13
"yes",148,9,13
"yes",15,2,1
"yes",4,2,17
"no",130,2,3
"yes",175,4,16
"no",175,3,11
"yes",151,6,16
"yes",118,3,13
"yes",131,4,16
"yes",113,2,9
"yes",1,7,11
"yes",17,4,16
"yes",178,3,3
"yes",113,3,15
"yes",37,2,16
"yes",113,5,16
"yes",59,7,1
"yes",18,2,16
"yes",73,5,13
"yes",102,2,16
"yes",195,7,8
"yes",114,5,2
"yes",2,4,5
"yes",1,4,17
"no",168,4,12
"no",206,5,16
"no",2,10,13
"no",114,4,12
"yes",78,4,3
"yes",93,3,10
"yes",140,3,16
"yes",73,6,13
"no",8,5,15
"yes",78,5,15
"yes",72,2,18
"yes",143,4,1
"no",113,4,6
"yes",131,4,17
"yes",118,6,13
"yes",15,5,15
"yes",1,4,8
"yes",36,3,15
"yes",37,5,13
"yes",61,2,17
"yes",78,3,13
"yes",1,2,16
"yes",148,5,6
"no",4,4,12
"yes",36,4,14
"no",26,4,16
"no",175,2,15
"yes",206,5,18
"yes",18,3,9
"no",113,7,13
"yes",125,5,1
"yes",15,3,15
"yes",206,5,10
"yes",93,7,16
"yes",93,3,15
"yes",52,6,9
"no",112,7,16
"yes",68,2,14
"yes",31,2,12
"yes",1,3,3
"yes",1,7,8
"yes",118,2,8
"yes",20,4,10
"no",37,4,13
"no",158,4,9
"yes",96,3,1
"yes",178,7,13
"yes",61,3,8
"yes",105,4,1
"yes",87,4,16
"yes",15,7,17
"yes",51,3,14
"yes",72,4,16
"no",80,5,3
"yes",59,6,9
"no",127,5,17
"yes",112,3,6
"no",1,4,1
"yes",112,3,6
"yes",1,3,15
"no",148,3,12
"yes",120,4,1
"no",52,3,13
"yes",175,5,1
"yes",128,4,16
"yes",26,5,10
"yes",9,2,11
"yes",8,3,16
"yes",118,10,2
"yes",1,5,12
"yes",97,4,15
"yes",130,5,15
"yes",136,5,10
"yes",17,7,15
"yes",15,6,13
"no",8,3,16
"yes",2,6,16
"yes",168,4,17
"yes",96,4,12
"yes",26,4,13
"yes",168,6,12
"yes",71,4,9
"yes",20,5,13
"yes",72,3,12
"yes",195,2,11
"yes",59,3,16
"yes",68,4,18
"yes",80,2,16
"yes",27,3,15
"yes",143,5,13
"yes",97,4,16
"no",71,2,16
"yes",136,3,13
"yes",87,3,13
"yes",131,7,16
"yes",125,5,16
"no",91,3,14
"yes",118,2,12
"no",128,5,13
"yes",127,4,15
"yes",11,5,13
"yes",177,5,16
"no",102,9,16
"yes",175,3,16
"yes",87,7,9
"yes",113,5,16
"yes",2,5,13
"no",131,6,16
"yes",195,4,16
"no",206,2,11
"yes",177,4,14
"no",97,4,15
"yes",140,4,17
"yes",15,5,16
"yes",148,2,9
"no",26,3,5
"no",120,5,13
"yes",105,3,16
"yes",97,2,13
"yes",2,2,15
"yes",20,4,17
"yes",114,5,12
"yes",151,6,13
"yes",11,5,10
"yes",195,3,10
"yes",113,2,10
"yes",118,4,10
"yes",112,5,16
"yes",73,3,16
"yes",206,2,15
"yes",36,4,13
"yes",1,4,16
"yes",91,2,2
"yes",148,5,13
"yes",1,4,1
"yes",114,5,13
"yes",42,4,13
"yes",1,10,6
"no",51,3,16
"yes",9,5,14
"yes",120,5,11
"yes",127,5,1
"yes",102,5,16
"yes",102,3,6
"yes",127,2,15
"yes",15,9,6
"yes",81,3,2
"no",72,5,14
"yes",87,4,1
"no",121,7,14
"yes",151,3,5
"no",175,4,17
"yes",118,5,16
"yes",1,4,6
"yes",157,4,13
"yes",195,4,16
"yes",118,2,12
"yes",127,7,16
"no",11,4,12
"no",177,4,5
"no",114,2,12
"no",15,3,13
"yes",68,5,16
"no",11,2,13
"no",120,2,1
"yes",130,3,10
"yes",97,5,16
"yes",100,4,13
"yes",177,5,16
"yes",130,2,11
"yes",120,3,14
"yes",78,4,9
"yes",178,5,6
"yes",206,5,10
"yes",9,5,5
"yes",26,2,16
"yes",2,3,15
"yes",31,3,16
"no",61,2,13
"yes",195,7,1
"yes",35,2,16
"no",139,5,16
"yes",140,6,16
"yes",72,3,2
"yes",59,3,16
"yes",11,5,16
"yes",2,5,16
"yes",8,2,17
"yes",206,6,16
"yes",157,5,6
"yes",157,2,13
"yes",71,4,17
"no",52,5,16
"yes",136,4,9
"yes",51,4,16
"yes",11,3,13
"no",17,5,15
"yes",17,2,1
"yes",148,2,16
"yes",140,4,16
"yes",59,3,9
"yes",15,3,6
"yes",128,3,16
"yes",35,3,13
"yes",4,2,5
"yes",97,4,1
"yes",96,4,10
"no",195,3,13
"yes",140,3,9
"yes",27,3,15
"no",22,3,15
"no",100,5,15
"yes",195,3,3
"yes",151,3,13
"yes",59,4,15
"yes",105,2,16
"no",1,3,16
"yes",22,5,15
"yes",2,7,13
"yes",1,3,15
"yes",195,3,12
"yes",130,4,13
"no",1,7,13
"yes",4,7,12
"yes",143,3,8
"yes",148,5,16
"yes",148,4,9
"yes",52,5,17
"yes",195,3,18
"yes",100,2,16
"yes",121,3,8
"yes",20,4,18
"yes",15,5,15
"no",157,2,13
"no",113,2,14
"yes",9,4,9
"no",42,2,13
"yes",157,3,16
"yes",18,4,2
"yes",120,4,11
"no",71,5,14
"yes",22,5,11
"yes",100,3,16
"yes",51,2,15
"yes",37,3,16
"yes",18,2,16
"yes",2,2,18
"yes",15,5,12
"yes",15,2,10
"yes",157,4,13
"yes",9,4,16
"no",100,4,17
"yes",1,6,15
"yes",36,4,10
"yes",15,4,13
"no",139,5,6
"yes",2,3,6
"yes",59,2,15
"yes",15,2,16
"no",168,5,1
"yes",72,3,11
"yes",15,3,2
"yes",15,5,17
"yes",120,5,3
"yes",18,3,12
"yes",1,4,16
"yes",125,4,15
"yes",15,4,3
"yes",42,5,11
"no",11,3,6
"no",68,4,13
"yes",18,3,13
"no",2,5,3
"no",139,3,15
"yes",118,3,16
"yes",168,6,15
"yes",93,2,15
"yes",130,7,14
"no",151,3,6
"yes",35,7,12
"yes",11,10,6
"yes",15,3,16
"yes",128,3,14
"yes",71,5,12
"yes",37,7,6
"yes",20,6,16
"yes",1,4,1
"yes",130,3,13
"yes",158,6,10
"yes",91,7,16
"yes",140,4,12
"yes",158,5,13
"yes",130,6,1
"yes",31,3,16
"no",73,5,8
"yes",148,3,18
"yes",121,3,13
"yes",17,3,14
"no",1,2,3
"yes",18,7,13
"yes",36,6,1
"yes",159,6,13
"yes",105,4,8
"yes",139,2,13
"no",93,7,17
"yes",96,2,16
"yes",113,3,3
"yes",131,4,16
"no",20,3,10
"yes",9,5,12
"yes",159,4,17
"yes",159,3,15
"no",18,2,17
"yes",114,3,15
"yes",9,9,16
"yes",2,6,5
"yes",2,4,3
"yes",131,4,13
"no",159,2,13
"yes",1,2,10
"yes",17,2,16
"yes",61,3,16
"yes",27,4,15
"yes",131,5,15
"yes",78,3,18
"no",128,7,6
"no",148,4,1
"yes",175,3,16
"yes",206,3,15
"yes",87,3,13
"no",35,2,13
"yes",68,5,16
"yes",87,3,9
"no",177,4,12
"yes",71,4,17
"no",26,2,9
"yes",140,5,16
"no",11,3,14
"yes",118,3,5
"yes",143,3,9
"yes",195,5,3
"yes",73,7,2
"yes",136,3,13
"yes",113,6,13
"yes",102,3,10
"yes",195,3,13
"yes",148,5,15
"yes",159,5,10
"yes",2,3,1
"yes",42,4,13
"yes",131,3,16
"yes",91,5,3
"yes",113,3,16
"yes",11,5,16
"yes",168,5,17
"no",87,4,16
"yes",131,2,1
"yes",130,2,16
"yes",143,3,15
"yes",177,2,12
"yes",131,4,12
"yes",120,10,3
"yes",37,4,17
"yes",118,2,6
"yes",118,6,14
"no",143,5,10
"yes",158,5,16
"yes",96,5,17
"yes",78,3,16
"yes",18,2,13
"yes",72,3,16
"yes",8,7,5
"yes",140,5,2
"no",113,5,8
"yes",131,3,15
"yes",2,5,6
"no",97,10,5
"yes",68,3,12
"no",157,5,15
"yes",148,7,15
"yes",18,3,14
"yes",96,2,16
"yes",136,4,13
"yes",18,4,16
"yes",80,4,1
"no",178,3,13
"yes",52,4,12
"yes",71,4,16
"yes",36,3,13
"no",18,4,2
"yes",112,5,2
"yes",130,5,16
"yes",1,6,13
"yes",130,3,6
"yes",96,3,16
"yes",140,4,15
"yes",1,2,16
"yes",42,4,13
"yes",118,2,3
"yes",151,4,16
"yes",2,2,1
"yes",118,3,13
"no",8,4,13
"yes",18,2,16
"yes",127,5,5
"yes",1,3,11
"yes",52,3,13
"yes",130,2,16
"yes",158,3,13
"yes",26,4,14
"yes",114,2,2
"no",91,3,16
"yes",130,5,6
"yes",17,3,8
"yes",118,5,16
"yes",51,3,16
"no",1,2,1
"yes",157,5,13
"yes",121,10,9
"yes",177,5,14
"yes",158,5,16
"yes",91,5,15
"yes",125,3,9
"yes",158,4,16
"yes",4,6,16
"yes",151,4,11
"yes",139,3,15
"yes",15,7,13
"no",128,3,9
"yes",130,5,16
"yes",177,5,1
"yes",8,5,10
"no",1,3,16
"no",112,5,15
"yes",2,4,3
"no",178,5,16
"yes",151,5,16
"no",139,4,15
"yes",148,3,17
"yes",105,4,13
"yes",11,4,2
"yes",27,2,3
"no",37,5,11
"yes",206,3,15
"yes",42,3,16
"no",1,3,16
"yes",51,6,11
"yes",113,4,10
"yes",78,3,1
"yes",27,4,6
"yes",87,2,12
"yes",37,4,15
"no",112,4,11
"yes",118,3,13
"yes",71,5,10
"yes",91,5,1
"yes",2,3,16
"no",2,3,16
"yes",120,3,1
"yes",120,3,15
"yes",158,2,11
"yes",105,3,12
"yes",26,4,13
"no",206,4,8
"yes",121,3,13
"yes",31,7,16
"yes",143,5,16
"no",120,7,12
"yes",136,4,13
"yes",9,6,12
"no",78,3,11
"no",15,4,13
"yes",26,5,16
"yes",8,2,16
"yes",131,4,17
"yes",73,3,16
"yes",178,4,11
"yes",120,5,15
"yes",128,9,14
"yes",168,5,16
"yes",118,4,9
"yes",168,5,17
"no",113,3,12
"yes",130,2,15
"yes",78,2,16
"yes",151,4,8
"yes",61,4,16
"yes",20,3,5
"yes",8,5,17
"yes",136,7,13
"yes",59,5,9
"yes",105,4,10
"yes",52,2,3
"no",118,3,14
"yes",59,4,12
"no",143,4,16
"yes",61,4,13
"no",26,5,11
"yes",1,7,6
"no",105,7,11
"yes",31,4,10
"yes",61,2,16
"yes",114,5,1
"yes",113,7,16
"yes",130,4,15
"yes",136,5,1
"no",113,3,1
"yes",36,3,13
"yes",128,6,6
"yes",17,7,6
"yes",130,4,15
"yes",36,3,2
"yes",120,3,14
"yes",81,5,6
"yes",61,3,9
"yes",80,5,13
"yes",9,4,8
"yes",15,3,13
"yes",127,2,2
"yes",59,5,1
"yes",158,5,13
"yes",87,7,2
"no",22,7,6
"yes",206,3,16
"yes",96,5,14
"no",31,3,9
"yes",1,5,13
"yes",15,7,16
"no",91,7,3
"no",120,4,14
"no",61,3,17
"yes",128,3,16
"yes",2,4,2
"yes",112,3,1
"yes",72,7,9
"no",206,5,11
"no",80,4,15
"yes",11,2,16
"yes",2,4,15
"no",15,3,15
"yes",151,2,13
"no",177,3,10
"yes",31,9,14
"yes",136,2,9
"yes",35,4,16
"no",130,4,10
"yes",118,2,17
"no",20,5,1
"yes",158,2,16
"yes",151,4,15
"yes",80,4,12
"yes",81,4,16
"yes",22,4,16
"no",11,4,12
"yes",18,3,15
"no",100,5,10
"yes",9,3,8
"yes",151,4,13
"yes",96,2,3
"yes",52,6,9
"yes",105,5,17
"no",140,5,13
"yes",97,3,17
"yes",102,6,12
"yes",2,2,18
"yes",148,5,13
"yes",82,3,16
"yes",127,6,16
"no",178,10,5
"no",61,3,12
"yes",1,5,18
"no",36,5,6
"no",15,5,15
"yes",140,5,13
"yes",140,3,13
"no",22,3,11
"yes",1,5,15
"yes",139,4,13
"yes",206,2,16
"yes",131,2,8
"yes",168,3,14
"yes",91,2,16
"yes",1,2,16
"yes",52,3,14
"no",112,2,9
"no",78,4,16
"yes",31,4,10
"yes",59,3,5
"yes",1,4,12
"yes",148,3,5
"no",118,5,13
"yes",130,4,16
"yes",127,4,15
"yes",4,5,16
"yes",4,6,12
"no",20,4,12
"yes",127,5,2
"yes",8,2,8
"yes",36,5,14
"yes",130,5,15
"yes",78,4,16
"no",157,4,5
"no",27,2,13
"yes",78,3,1
"no",35,5,1
"yes",61,4,12
"yes",1,3,10
"yes",127,9,9
"no",158,3,16
"yes",59,3,16
"yes",1,4,15
"yes",80,4,15
"yes",26,2,3
"no",139,3,6
"no",100,5,12
"no",35,3,11
"yes",1,4,15
"yes",120,7,1
"yes",26,4,12
"no",8,3,15
"yes",140,2,3
"yes",59,5,6
"yes",100,5,16
"yes",159,4,2
"no",18,6,16
"yes",158,5,1
"yes",8,5,16
"yes",168,3,9
"no",20,5,13
"yes",71,4,14
"no",18,4,5
"yes",140,4,15
"yes",80,2,1
"no",120,4,13
"yes",15,7,16
"yes",2,6,16
"yes",42,3,13
"yes",130,6,14
"yes",61,5,16
"yes",42,3,17
"yes",158,2,11
"yes",114,6,3
"yes",20,7,16
"yes",148,5,18
"yes",4,5,13
"no",178,3,16
"yes",120,5,13
"yes",151,4,2
"yes",35,4,6
"no",51,5,6
"yes",120,4,16
"yes",37,3,1
"yes",80,7,17
"yes",112,3,17
"yes",195,7,3
"yes",140,5,6
"yes",127,2,1
"yes",51,2,10
"yes",102,6,16
"yes",35,3,9
"yes",52,5,8
"yes",159,5,1
"yes",73,2,10
"yes",112,5,15
"yes",2,5,15
"yes",195,2,16
"no",175,6,16
"yes",2,9,1
"yes",68,4,15
"yes",158,4,15
"no",97,2,3
"yes",51,4,17
"yes",1,3,16
"yes",121,4,9
"yes",151,5,1
"yes",9,3,8
"yes",22,2,17
"yes",17,3,13
"yes",130,5,18
"yes",177,3,13
"yes",73,3,10
"yes",120,2,16
"yes",4,3,16
"yes",31,5,17
"yes",178,3,14
"no",97,6,13
"yes",72,4,8
"yes",151,9,10
"yes",27,3,15
"yes",18,4,14
"yes",4,3,1
"yes",2,3,9
"no",73,7,16
"yes",96,2,13
"yes",112,4,14
"yes",35,3,13
"yes",97,5,5
"yes",68,7,6
"yes",114,5,1
"yes",105,5,9
"yes",51,3,13
"yes",157,3,14
"no",2,2,17
"no",139,6,17
"yes",118,3,15
"yes",9,4,18
"yes",120,3,9
"yes",131,3,12
"yes",52,5,10
"no",26,3,14
"yes",118,2,13
"yes",82,2,10
"yes",87,4,10
"no",71,5,1
"no",26,4,5
"no",195,3,9
"yes",157,4,2
"yes",68,7,16
"yes",78,2,9
"yes",1,2,17
"yes",178,3,16
"no",118,2,15
"yes",8,6,8
"yes",72,2,16
"yes",9,4,2
"no",143,9,15
"yes",159,2,16
"yes",73,2,16
"yes",87,3,13
"yes",113,6,1
"no",42,6,10
"no",151,4,15
"yes",31,2,12
"yes",87,3,18
"yes",130,3,17
"yes",177,2,10
"yes",9,2,12
"yes",1,3,13
"yes",37,2,16
"no",9,5,9
"yes",78,2,1
"yes",130,3,16
"yes",140,4,16
"no",114,3,9
"yes",118,5,3
"yes",206,4,1
"yes",112,5,1
"yes",78,3,13
"yes",61,4,16
"yes",158,3,16
"no",113,4,11
"yes",168,2,11
"yes",42,4,14
"yes",51,5,6
"no",100,5,10
"yes",118,3,5
"yes",159,3,16
"yes",175,5,1
"yes",1,4,17
"no",35,3,16
"yes",9,2,1
"yes",52,2,16
"yes",120,4,1
"yes",158,10,16
"no",78,2,16
"yes",1,5,11
"yes",15,5,16
"no",11,5,16
"yes",114,5,17
"yes",112,4,6
"yes",15,4,16
"yes",118,3,16
"yes",151,5,15
"yes",61,5,1
"yes",93,10,6
"yes",158,10,15
"no",97,4,18
"yes",82,2,15
"yes",9,5,16
"yes",37,4,16
"yes",102,3,13
"yes",120,3,6
"yes",2,5,12
"yes",68,6,17
"yes",102,5,5
"yes",52,2,10
"yes",72,4,1
"yes",151,4,12
"yes",9,6,17
"yes",112,2,16
"yes",140,3,13
"yes",71,3,12
"yes",68,4,12
"no",26,5,2
"no",93,3,16
"yes",35,3,16
"yes",136,3,16
"no",114,3,16
"yes",96,4,1
"yes",130,3,1
"yes",42,4,16
"yes",80,5,17
"yes",35,3,17
"yes",121,2,16
"yes",178,5,16
"yes",168,3,16
"no",114,5,16
"yes",125,5,12
"yes",2,4,1
"yes",17,4,18
"yes",178,9,13
"yes",140,5,16
"yes",91,4,2
"yes",100,6,16
"yes",8,2,2
"yes",61,3,16
"yes",78,4,16
